CTID,treeH_entropy,treeH_Life_0,treeH_Life_1,treeH_Life_2,tree_Life_bin0,tree_Life_bin1,tree_Life_bin2,tree_Life_bin3,treeH_Birth_0,treeH_Birth_1,treeH_Birth_2,tree_Birth_bin0,tree_Birth_bin1,tree_Birth_bin2,tree_Birth_bin3,treeH_Ratio_0,treeH_Ratio_1,treeH_Ratio_2,tree_Ratio_bin0,tree_Ratio_bin1,tree_Ratio_bin2,tree_Ratio_bin3,radialH_entropy,radialH_Life_0,radialH_Life_1,radialH_Life_2,radial_Life_bin0,radial_Life_bin1,radial_Life_bin2,radial_Life_bin3,radialH_Birth_0,radialH_Birth_1,radialH_Birth_2,radial_Birth_bin0,radial_Birth_bin1,radial_Birth_bin2,radial_Birth_bin3,radialH_Ratio_0,radialH_Ratio_1,radialH_Ratio_2,radial_Ratio_bin0,radial_Ratio_bin1,radial_Ratio_bin2,radial_Ratio_bin3
Test01,6.691775364211105,91,36,16,1.0,20.56194561607782,40.12389123215564,59.685836848233464,28,139,88,0.0,64.3192071187133,128.6384142374266,192.9576213561399,226,26,3,0.0,0.3333333333333333,0.6666666666666666,1.0,10.733449211640242,225,29,10,1.0,2.333333333333333,3.6666666666666665,5.0,2207,411,175,0.0,3.3333333333333335,6.666666666666667,10.0,2285,460,53,0.0,0.3333333333333333,0.6666666666666666,1.0
Test02,6.765135423928227,103,40,16,1.0,20.56194561607782,40.12389123215564,59.685836848233464,16,141,93,0.0,64.3192071187133,128.6384142374266,192.9576213561399,226,22,2,0.0,0.3333333333333333,0.6666666666666666,1.0,10.722771386919872,217,24,8,1.0,2.333333333333333,3.6666666666666665,5.0,2245,461,51,0.0,3.3333333333333335,6.666666666666667,10.0,2235,465,57,0.0,0.3333333333333333,0.6666666666666666,1.0
